"rank"	"genomeid"	"class"	"superclade"	"lineage"	"GC"	"assembly_size"	"coding_density"	"N50"	"longest_contig"	"nContigs"	"isolation_source"	"completeness"	"contamination"	"quality_combined"	"Location"
822	"GVMAG-M-3300024261-71"	"GVMAG"	"SC10"	"MGVL63"	24.17	396145	85	10557	27356	41	"Marine"	"medium"	"low"	"medium"	"Other"
1143	"GVMAG-M-3300024261-78"	"GVMAG"	"SC9"	"MGVL42"	28	333040	90	8206	16937	41	"Marine"	"medium"	"low"	"medium"	"Other"
953	"GVMAG-M-3300024261-8"	"GVMAG"	"SC9"	"MGVL57"	35.24	369638	91	226238	226238	5	"Marine"	"high"	"low"	"high"	"Other"
542	"GVMAG-M-3300024277-1"	"GVMAG"	"SC9"	"MGVL51"	27.24	455952	88	23634	47125	28	"Freshwater"	"high"	"low"	"high"	"Other"
631	"GVMAG-M-3300024278-1"	"GVMAG"	"SC9"	"YLMV"	26.63	433172	89	17277	31577	29	"Freshwater"	"high"	"low"	"high"	"Other"
479	"GVMAG-M-3300024280-4"	"GVMAG"	"SC9"	"MGVL44"	38.19	469674	89	12611	36413	40	"Freshwater"	"medium"	"high"	"low"	"Other"
648	"GVMAG-M-3300024294-11"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	24.58	429688	91	31026	67730	20	"Marine"	"high"	"low"	"high"	"Other"
1732	"GVMAG-M-3300024294-14"	"GVMAG"	"SC9"	"MGVL57"	29.42	231303	90	10837	28426	22	"Marine"	"high"	"low"	"medium"	"Other"
1754	"GVMAG-M-3300024294-5"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	22.5	227419	87	8752	16281	27	"Marine"	"high"	"low"	"medium"	"Other"
866	"GVMAG-M-3300024299-4"	"GVMAG"	"SC9"	"MGVL57"	29.97	385604	88	33178	49177	21	"Marine"	"high"	"low"	"high"	"Other"
416	"GVMAG-M-3300024301-20"	"GVMAG"	"SC9"	"MGVL51"	27.82	488956	90	63609	111451	9	"Marine"	"high"	"low"	"high"	"Other"
158	"GVMAG-M-3300024302-11"	"GVMAG"	"SC6"	"Cafeteriaviruses"	25.66	683436	90	70193	160601	13	"Marine"	"high"	"low"	"high"	"Other"
529	"GVMAG-M-3300024302-39"	"GVMAG"	"SC6"	"Cafeteriaviruses"	25.32	459454	85	8111	37963	51	"Marine"	"medium"	"low"	"low"	"Other"
1717	"GVMAG-M-3300024311-12"	"GVMAG"	"SC9"	"MGVL44"	33.84	233369	84	10768	20269	26	"Freshwater"	"medium"	"low"	"medium"	"Other"
400	"GVMAG-M-3300024311-4"	"GVMAG"	"SC9"	"MGVL54"	33.2	493684	88	25168	53110	22	"Freshwater"	"high"	"medium"	"medium"	"Other"
398	"GVMAG-M-3300024311-5"	"GVMAG"	"SC9"	"MGVL54"	32.23	494592	88	16706	43299	36	"Freshwater"	"high"	"low"	"medium"	"Other"
265	"GVMAG-M-3300024312-6"	"GVMAG"	"SC9"	"YLMV"	28.28	554472	90	29289	62012	27	"Freshwater"	"high"	"low"	"high"	"Other"
962	"GVMAG-M-3300024314-16"	"GVMAG"	"SC9"	"MGVL57"	28.29	366915	93	49172	149348	9	"Marine"	"high"	"low"	"high"	"Other"
1503	"GVMAG-M-3300024314-17"	"GVMAG"	"SC9"	"MGVL57"	30.71	269689	88	13732	33403	21	"Marine"	"medium"	"low"	"medium"	"Other"
859	"GVMAG-M-3300024319-1"	"GVMAG"	"SC2"	"Iridoviruses"	28.27	387039	92	205251	205251	5	"Marine"	"high"	"medium"	"medium"	"Other"
218	"GVMAG-M-3300024319-16"	"GVMAG"	"SC10"	"MGVL63"	21.25	588514	83	10693	30025	59	"Marine"	"high"	"low"	"low"	"Other"
842	"GVMAG-M-3300024327-2"	"GVMAG"	"SC9"	"YLMV"	27.34	392192	92	20592	56770	21	"Marine"	"high"	"low"	"high"	"Other"
1193	"GVMAG-M-3300024329-1"	"GVMAG"	"SC9"	"MGVL57"	29.5	324195	90	16165	39955	23	"Marine"	"high"	"low"	"high"	"Other"
373	"GVMAG-M-3300024329-18"	"GVMAG"	"SC10"	"MGVL64"	19.83	502258	80	12539	24986	47	"Marine"	"high"	"medium"	"medium"	"Other"
1256	"GVMAG-M-3300024329-21"	"GVMAG"	"SC9"	"MGVL42"	27.14	313728	87	11277	22862	30	"Marine"	"medium"	"low"	"medium"	"Other"
1687	"GVMAG-M-3300024336-7"	"GVMAG"	"SC1"	"MGVSL1"	34.87	237672	88	139453	139453	4	"Marine"	"high"	"low"	"high"	"Other"
268	"GVMAG-M-3300024350-2"	"GVMAG"	"SC9"	"MGVL45"	26.09	552333	84	7387	23347	72	"Freshwater"	"high"	"medium"	"low"	"Other"
1711	"GVMAG-M-3300024502-1"	"GVMAG"	"SC2"	"Iridoviruses"	24.95	233813	91	14528	72549	14	"Freshwater"	"high"	"low"	"high"	"Other"
597	"GVMAG-M-3300024502-4"	"GVMAG"	"SC9"	"YLMV"	27.21	442427	92	25858	77947	24	"Freshwater"	"high"	"low"	"high"	"Other"
2101	"GVMAG-M-3300024510-1"	"GVMAG"	"SC3"	"Sylvanviruses"	39.53	172123	92	117634	117634	2	"Freshwater"	"medium"	"low"	"medium"	"Other"
976	"GVMAG-M-3300024513-1"	"GVMAG"	"SC9"	"MGVL46"	26.26	363380	86	13867	32068	30	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1186	"GVMAG-M-3300024519-1"	"GVMAG"	"SC10"	"MGVL66"	24.41	325535	91	8697	19440	39	"Marine"	"high"	"medium"	"medium"	"Other"
1485	"GVMAG-M-3300024529-3"	"GVMAG"	"SC9"	"MGVL42"	35.44	273134	89	7111	15967	36	"Marine"	"medium"	"high"	"low"	"Other"
720	"GVMAG-M-3300025138-11"	"GVMAG"	"SC10"	"MGVL68"	23.73	416154	94	63005	77134	10	"Marine"	"medium"	"low"	"medium"	"Other"
1861	"GVMAG-M-3300025138-2"	"GVMAG"	"SC2"	"MGVL13"	23.62	211139	90	35863	46563	12	"Marine"	"medium"	"low"	"medium"	"Other"
109	"GVMAG-M-3300025138-6"	"GVMAG"	"SC6"	"Cafeteriaviruses"	22.42	844129	91	13613	30119	71	"Marine"	"high"	"medium"	"low"	"Other"
1438	"GVMAG-M-3300025168-6"	"GVMAG"	"SC10"	"MGVL58"	24.71	281822	87	10510	24990	27	"Marine"	"high"	"medium"	"medium"	"Other"
774	"GVMAG-M-3300025310-20"	"GVMAG"	"SC3"	"Medusaviruses"	30.52	405482	81	28775	98433	15	"Thermal springs"	"high"	"low"	"high"	"Other"
562	"GVMAG-M-3300025316-29"	"GVMAG"	"SC8"	"MGVL34"	38.88	450311	93	34174	60529	13	"Freshwater"	"high"	"medium"	"medium"	"Other"
1423	"GVMAG-M-3300025572-1"	"GVMAG"	"SC2"	"Soliviruses"	51.56	283520	84	225729	225729	3	"Defined media"	"high"	"low"	"high"	"Other"
1288	"GVMAG-M-3300025617-32"	"GVMAG"	"SC9"	"MGVL57"	31.97	307781	93	11151	29495	26	"Marine"	"high"	"low"	"medium"	"Other"
554	"GVMAG-M-3300025622-10"	"GVMAG"	"SC10"	"MGVL58"	20.55	453829	87	47921	113076	18	"Marine"	"medium"	"low"	"medium"	"Other"
1045	"GVMAG-M-3300025622-31"	"GVMAG"	"SC6"	"Cafeteriaviruses"	23.88	349550	90	13568	32836	29	"Marine"	"medium"	"low"	"medium"	"Other"
1382	"GVMAG-M-3300025626-8"	"GVMAG"	"SC3"	"Phaeoviruses"	42.23	291330	87	67082	101847	6	"Marine"	"high"	"low"	"high"	"Other"
1519	"GVMAG-M-3300025643-32"	"GVMAG"	"SC9"	"MGVL57"	32.21	267056	88	11832	22310	25	"Marine"	"medium"	"low"	"medium"	"Other"
1471	"GVMAG-M-3300025644-21"	"GVMAG"	"SC3"	"Phaeoviruses"	42.58	276390	85	16726	31813	19	"Marine"	"high"	"low"	"high"	"Other"
1873	"GVMAG-M-3300025652-16"	"GVMAG"	"SC3"	"Prasinoviruses"	39.57	209706	94	200376	200376	2	"Marine"	"high"	"low"	"high"	"Other"
1784	"GVMAG-M-3300025654-17"	"GVMAG"	"SC9"	"MGVL42"	26.53	221330	90	14259	24290	19	"Marine"	"medium"	"low"	"medium"	"Other"
1862	"GVMAG-M-3300025676-16"	"GVMAG"	"SC2"	"Iridoviruses"	27.4	211077	87	93390	96023	3	"Marine"	"high"	"low"	"high"	"Other"
2114	"GVMAG-M-3300025695-2"	"GVMAG"	"SC10"	"Tetraselmisviruses"	29.8	169411	89	10777	15884	18	"Marine"	"medium"	"low"	"medium"	"Other"
1165	"GVMAG-M-3300025695-21"	"GVMAG"	"SC10"	"MGVL62"	22.67	329228	89	53944	89763	9	"Marine"	"high"	"low"	"high"	"Other"
1772	"GVMAG-M-3300025695-27"	"GVMAG"	"SC10"	"MGVL62"	23.5	224038	88	26719	50239	11	"Marine"	"medium"	"low"	"medium"	"Other"
891	"GVMAG-M-3300025699-48"	"GVMAG"	"SC9"	"MGVL57"	27.98	380644	92	141185	162548	4	"Marine"	"high"	"low"	"high"	"Other"
1625	"GVMAG-M-3300025705-7"	"GVMAG"	"SC10"	"MGVL58"	23.66	247597	88	8229	19118	29	"Marine"	"high"	"low"	"medium"	"Other"
725	"GVMAG-M-3300025707-20"	"GVMAG"	"SC10"	"MGVL58"	26.2	415418	89	17986	41508	28	"Marine"	"medium"	"low"	"medium"	"Other"
1265	"GVMAG-M-3300025727-44"	"GVMAG"	"SC9"	"MGVL42"	25.36	310867	89	37218	50256	15	"Marine"	"high"	"low"	"high"	"Other"
1413	"GVMAG-M-3300025727-45"	"GVMAG"	"SC7"	"MGVL32"	29.03	285154	92	50266	60279	8	"Marine"	"high"	"low"	"high"	"Other"
1179	"GVMAG-M-3300025767-13"	"GVMAG"	"SC9"	"MGVL57"	30.21	326699	89	27126	51038	17	"Marine"	"high"	"low"	"high"	"Other"
1317	"GVMAG-M-3300025767-17"	"GVMAG"	"SC9"	"MGVL51"	27.73	302113	89	22024	61019	15	"Marine"	"high"	"medium"	"medium"	"Other"
1207	"GVMAG-M-3300025767-21"	"GVMAG"	"SC9"	"MGVL55"	34.18	322190	90	10618	27975	32	"Marine"	"high"	"low"	"medium"	"Other"
1403	"GVMAG-M-3300025767-29"	"GVMAG"	"SC9"	"MGVL37"	27.29	286937	85	15033	26415	25	"Marine"	"medium"	"low"	"medium"	"Other"
1913	"GVMAG-M-3300025778-1"	"GVMAG"	"SC8"	"MGVL33"	53.01	204793	86	60519	85444	5	"Freshwater"	"high"	"low"	"high"	"Other"
654	"GVMAG-M-3300025783-2"	"GVMAG"	"SC9"	"YLMV"	22.39	428119	89	20147	55437	23	"Freshwater"	"high"	"low"	"high"	"Other"
1310	"GVMAG-M-3300025822-14"	"GVMAG"	"SC10"	"MGVL63"	22.79	304477	86	46983	86360	10	"Marine"	"medium"	"low"	"medium"	"Other"
1166	"GVMAG-M-3300025830-31"	"GVMAG"	"SC9"	"MGVL47"	29.01	329207	90	18150	33734	23	"Marine"	"high"	"low"	"high"	"Other"
1177	"GVMAG-M-3300025849-19"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	23.33	327074	92	40349	83631	9	"Marine"	"high"	"low"	"high"	"Other"
1716	"GVMAG-M-3300025853-1"	"GVMAG"	"SC9"	"MGVL47"	25.75	233374	91	9261	31329	23	"Marine"	"medium"	"low"	"medium"	"Other"
1300	"GVMAG-M-3300025860-12"	"GVMAG"	"SC6"	"Cafeteriaviruses"	23.2	306383	92	90343	105992	4	"Marine"	"medium"	"low"	"medium"	"Other"
625	"GVMAG-M-3300025860-17"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	23.54	433804	91	50350	88224	16	"Marine"	"high"	"medium"	"medium"	"Other"
212	"GVMAG-M-3300025860-20"	"GVMAG"	"SC7"	"MGVL32"	29.46	595189	81	115812	154521	8	"Marine"	"high"	"low"	"high"	"Other"
278	"GVMAG-M-3300025860-25"	"GVMAG"	"SC10"	"MGVL67"	25.27	545914	89	59207	179624	11	"Marine"	"high"	"low"	"high"	"Other"
1750	"GVMAG-M-3300025860-3"	"GVMAG"	"SC9"	"MGVL42"	30.35	227768	87	13770	30878	16	"Marine"	"medium"	"low"	"medium"	"Other"
1536	"GVMAG-M-3300025870-5"	"GVMAG"	"SC3"	"Phaeoviruses"	42.89	264856	89	25396	34310	12	"Marine"	"medium"	"low"	"medium"	"Other"
1791	"GVMAG-M-3300025874-2"	"GVMAG"	"SC10"	"MGVL58"	26.59	220593	92	165065	165065	4	"Marine"	"medium"	"low"	"medium"	"Other"
2022	"GVMAG-M-3300025874-52"	"GVMAG"	"SC10"	"MGVL65"	25.43	188058	94	15386	39306	13	"Marine"	"medium"	"low"	"medium"	"Other"
1638	"GVMAG-M-3300025874-67"	"GVMAG"	"SC9"	"MGVL43"	24.72	245365	88	10924	20982	24	"Marine"	"high"	"low"	"medium"	"Other"
230	"GVMAG-M-3300025880-17"	"GVMAG"	"SC6"	"Faunusviruses"	22.77	578690	91	15477	44553	44	"Marine"	"medium"	"low"	"medium"	"Other"
344	"GVMAG-M-3300025880-30"	"GVMAG"	"SC9"	"MGVL55"	34.57	516746	90	46075	103634	12	"Marine"	"high"	"low"	"high"	"Other"
1477	"GVMAG-M-3300025880-56"	"GVMAG"	"SC2"	"MGVL16"	27.1	274828	84	98900	125226	5	"Marine"	"high"	"low"	"high"	"Other"
1005	"GVMAG-M-3300025880-75"	"GVMAG"	"SC9"	"MGVL42"	28.69	357861	92	122844	177329	5	"Marine"	"high"	"low"	"high"	"Other"
781	"GVMAG-M-3300025880-76"	"GVMAG"	"SC9"	"MGVL38"	33.33	404221	90	105426	140404	7	"Marine"	"high"	"low"	"high"	"Other"
1156	"GVMAG-M-3300025890-48"	"GVMAG"	"SC9"	"MGVL47"	29.93	330541	92	91454	105562	6	"Marine"	"high"	"low"	"high"	"Other"
935	"GVMAG-M-3300025894-42"	"GVMAG"	"SC9"	"MGVL47"	26.17	372584	90	25318	41847	21	"Marine"	"high"	"low"	"high"	"Other"
1853	"GVMAG-M-3300025894-55"	"GVMAG"	"SC10"	"MGVL67"	29.72	212622	89	9807	21953	23	"Marine"	"high"	"low"	"medium"	"Other"
406	"GVMAG-M-3300025897-2"	"GVMAG"	"SC10"	"MGVL68"	21.96	490991	87	11504	47807	43	"Marine"	"high"	"low"	"medium"	"Other"
1815	"GVMAG-M-3300025897-42"	"GVMAG"	"SC9"	"MGVL47"	25.45	216610	89	9892	27281	24	"Marine"	"high"	"low"	"medium"	"Other"
1715	"GVMAG-M-3300026093-6"	"GVMAG"	"SC10"	"MGVL68"	26.4	233430	92	60541	66788	10	"Marine"	"high"	"low"	"high"	"Other"
1113	"GVMAG-M-3300026187-2"	"GVMAG"	"SC3"	"Prasinoviruses"	34.33	338210	91	10897	41568	32	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
1995	"GVMAG-M-3300026197-8"	"GVMAG"	"SC1"	"MGVL1"	28.41	192577	89	21140	25458	13	"Soil"	"medium"	"low"	"medium"	"Other"
1790	"GVMAG-M-3300027206-1"	"GVMAG"	"SC3"	"Prasinoviruses"	39.65	220678	95	61627	83788	6	"Marine"	"high"	"low"	"high"	"Other"
1483	"GVMAG-M-3300027621-7"	"GVMAG"	"SC9"	"Prymnesioviruses"	27.11	274070	89	169196	169196	6	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1302	"GVMAG-M-3300027687-8"	"GVMAG"	"SC10"	"MGVL68"	27.44	305996	88	16570	24300	25	"Marine"	"high"	"low"	"medium"	"Other"
2012	"GVMAG-M-3300027697-22"	"GVMAG"	"SC2"	"Iridoviruses"	33.35	189768	91	9692	28546	21	"Freshwater"	"medium"	"high"	"low"	"Other"
1680	"GVMAG-M-3300027707-10"	"GVMAG"	"SC9"	"YLMV"	28.03	238876	91	26899	42796	12	"Freshwater"	"high"	"low"	"high"	"Other"
1747	"GVMAG-M-3300027707-2"	"GVMAG"	"SC9"	"Prymnesioviruses"	27.75	228611	88	8150	11306	30	"Freshwater"	"high"	"low"	"low"	"Other"
850	"GVMAG-M-3300027707-23"	"GVMAG"	"SC6"	"Cafeteriaviruses"	23.67	390265	83	7173	15570	55	"Freshwater"	"high"	"low"	"low"	"Other"
967	"GVMAG-M-3300027707-28"	"GVMAG"	"SC9"	"MGVL41"	30.43	366211	91	23763	53331	20	"Freshwater"	"high"	"low"	"high"	"Other"
1122	"GVMAG-M-3300027707-33"	"GVMAG"	"SC1"	"Asfarviruses"	29.67	337477	88	20830	38389	21	"Freshwater"	"high"	"low"	"high"	"Other"
558	"GVMAG-M-3300027707-39"	"GVMAG"	"SC6"	"Cafeteriaviruses"	23.34	452191	87	13338	36619	37	"Freshwater"	"medium"	"low"	"medium"	"Other"
1376	"GVMAG-M-3300027707-43"	"GVMAG"	"SC9"	"MGVL55"	36.42	291969	91	10928	38637	25	"Freshwater"	"medium"	"low"	"medium"	"Other"
1140	"GVMAG-M-3300027708-20"	"GVMAG"	"SC9"	"MGVL57"	31.01	333516	91	234562	234562	5	"Freshwater"	"medium"	"low"	"medium"	"Other"
1307	"GVMAG-M-3300027708-30"	"GVMAG"	"SC9"	"MGVL57"	31.16	304801	90	48932	82002	10	"Freshwater"	"medium"	"low"	"medium"	"Other"
1205	"GVMAG-M-3300027708-39"	"GVMAG"	"SC9"	"YLMV"	27.97	322339	91	169920	169920	7	"Freshwater"	"high"	"low"	"high"	"Other"
311	"GVMAG-M-3300027708-5"	"GVMAG"	"SC9"	"MGVL57"	33.28	530735	91	123649	168055	6	"Freshwater"	"high"	"low"	"high"	"Other"
1848	"GVMAG-M-3300027708-51"	"GVMAG"	"SC8"	"MGVL33"	56.06	213219	92	145898	145898	3	"Freshwater"	"high"	"low"	"high"	"Other"
187	"GVMAG-M-3300027708-63"	"GVMAG"	"SC9"	"YLMV"	27.58	633838	88	8382	24003	75	"Freshwater"	"high"	"high"	"low"	"Other"
569	"GVMAG-M-3300027712-10"	"GVMAG"	"SC9"	"MGVL51"	25.15	448475	90	14944	41503	33	"Freshwater"	"high"	"high"	"low"	"Other"
366	"GVMAG-M-3300027712-16"	"GVMAG"	"SC8"	"MGVL34"	46.68	506778	91	36640	54820	20	"Freshwater"	"high"	"low"	"high"	"Other"
304	"GVMAG-M-3300027712-25"	"GVMAG"	"SC6"	"Namaoviruses"	23.79	532198	89	8548	22863	62	"Freshwater"	"high"	"low"	"low"	"Other"
534	"GVMAG-M-3300027712-35"	"GVMAG"	"SC6"	"Cafeteriaviruses"	24.19	458068	91	10507	29011	46	"Freshwater"	"medium"	"low"	"medium"	"Other"
1699	"GVMAG-M-3300027720-1"	"GVMAG"	"SC9"	"YLMV"	30.74	236162	87	8192	14143	31	"Freshwater"	"medium"	"low"	"low"	"Other"
1982	"GVMAG-M-3300027720-18"	"GVMAG"	"SC8"	"MGVL34"	32.39	194386	86	25787	44157	12	"Freshwater"	"medium"	"low"	"medium"	"Other"
1947	"GVMAG-M-3300027720-8"	"GVMAG"	"SC9"	"YLMV"	26.43	199811	88	20301	34029	14	"Freshwater"	"medium"	"low"	"medium"	"Other"
2170	"GVMAG-M-3300027721-1"	"GVMAG"	"SC2"	"Ascoviruses"	29.39	155413	84	7173	14617	21	"Freshwater"	"medium"	"high"	"low"	"Other"
381	"GVMAG-M-3300027732-33"	"GVMAG"	"SC9"	"MGVL57"	38.17	499239	87	35170	60061	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
1863	"GVMAG-M-3300027734-16"	"GVMAG"	"SC8"	"MGVL33"	40.42	211067	92	50609	63552	7	"Freshwater"	"high"	"low"	"high"	"Other"
1998	"GVMAG-M-3300027734-21"	"GVMAG"	"SC9"	"MGVL57"	37.41	192129	90	16402	27375	16	"Freshwater"	"high"	"low"	"medium"	"Other"
960	"GVMAG-M-3300027736-24"	"GVMAG"	"SC10"	"MGVL68"	27.93	367745	91	79851	129877	13	"Freshwater"	"medium"	"low"	"medium"	"Other"
504	"GVMAG-M-3300027736-43"	"GVMAG"	"SC9"	"MGVL44"	42.38	463357	91	126860	136900	4	"Freshwater"	"high"	"medium"	"medium"	"Other"
1250	"GVMAG-M-3300027741-14"	"GVMAG"	"SC9"	"YLMV"	29.96	314383	88	7671	18329	39	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1285	"GVMAG-M-3300027746-18"	"GVMAG"	"SC9"	"MGVL52"	30.21	308262	89	27120	60544	17	"Freshwater"	"high"	"low"	"high"	"Other"
961	"GVMAG-M-3300027746-30"	"GVMAG"	"SC10"	"MGVL62"	33.1	367126	88	19186	49193	23	"Freshwater"	"high"	"low"	"high"	"Other"
2106	"GVMAG-M-3300027746-34"	"GVMAG"	"SC2"	"MGVL19"	30.78	170971	78	48073	49659	6	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1142	"GVMAG-M-3300027746-47"	"GVMAG"	"SC9"	"MGVL51"	26.8	333220	90	48490	64067	11	"Freshwater"	"medium"	"low"	"medium"	"Other"
1474	"GVMAG-M-3300027747-14"	"GVMAG"	"SC2"	"MGVL23"	34.17	275166	86	9943	16538	30	"Freshwater"	"high"	"medium"	"medium"	"Other"
1582	"GVMAG-M-3300027747-28"	"GVMAG"	"SC9"	"MGVL57"	34.56	256578	89	8872	21373	30	"Freshwater"	"medium"	"low"	"medium"	"Other"
135	"GVMAG-M-3300027747-36"	"GVMAG"	"SC9"	"MGVL53"	26.09	765418	91	58967	168800	26	"Freshwater"	"high"	"high"	"low"	"Other"
1663	"GVMAG-M-3300027747-41"	"GVMAG"	"SC8"	"MGVL36"	30.74	240999	93	34504	88414	9	"Freshwater"	"high"	"low"	"high"	"Other"
1119	"GVMAG-M-3300027747-43"	"GVMAG"	"SC9"	"MGVL57"	26.11	337596	90	28120	59613	17	"Freshwater"	"medium"	"low"	"medium"	"Other"
1915	"GVMAG-M-3300027747-54"	"GVMAG"	"SC9"	"MGVL52"	29.18	204498	88	14609	32093	17	"Freshwater"	"medium"	"low"	"medium"	"Other"
249	"GVMAG-M-3300027747-57"	"GVMAG"	"SC9"	"MGVL57"	28.61	562296	89	208164	230003	7	"Freshwater"	"high"	"low"	"high"	"Other"
1104	"GVMAG-M-3300027749-36"	"GVMAG"	"SC8"	"MGVL34"	49.36	339291	90	41680	103846	9	"Freshwater"	"high"	"medium"	"medium"	"Other"
1697	"GVMAG-M-3300027752-12"	"GVMAG"	"SC9"	"MGVL57"	30.87	236333	90	22607	59295	11	"Marine"	"high"	"low"	"high"	"Other"
2216	"GVMAG-M-3300027754-21"	"GVMAG"	"SC8"	"MGVL33"	27.18	142471	92	39371	42032	5	"Freshwater"	"medium"	"low"	"medium"	"Other"
1069	"GVMAG-M-3300027754-30"	"GVMAG"	"SC10"	"MGVL63"	29.65	345016	87	9046	22373	40	"Freshwater"	"medium"	"medium"	"medium"	"Other"
555	"GVMAG-M-3300027754-40"	"GVMAG"	"SC6"	"Cafeteriaviruses"	23.6	453685	88	15855	46191	31	"Freshwater"	"medium"	"low"	"medium"	"Other"
1567	"GVMAG-M-3300027754-43"	"GVMAG"	"SC9"	"MGVL51"	32.34	260228	87	37394	51242	11	"Freshwater"	"medium"	"low"	"medium"	"Other"
407	"GVMAG-M-3300027754-9"	"GVMAG"	"SC9"	"MGVL47"	37.46	490969	91	70527	100122	12	"Freshwater"	"high"	"medium"	"medium"	"Other"
952	"GVMAG-M-3300027759-16"	"GVMAG"	"SC8"	"MGVL36"	49.23	369688	90	83403	109802	6	"Freshwater"	"high"	"low"	"high"	"Other"
1293	"GVMAG-M-3300027759-32"	"GVMAG"	"SC9"	"MGVL47"	36.58	306961	90	12797	55752	24	"Freshwater"	"medium"	"high"	"low"	"Other"
325	"GVMAG-M-3300027759-42"	"GVMAG"	"SC9"	"MGVL57"	32.96	524283	91	124427	160373	8	"Freshwater"	"high"	"low"	"high"	"Other"
331	"GVMAG-M-3300027763-16"	"GVMAG"	"SC10"	"MGVL62"	29.8	522424	91	68180	164421	8	"Freshwater"	"high"	"low"	"high"	"Other"
1318	"GVMAG-M-3300027763-17"	"GVMAG"	"SC9"	"MGVL57"	32.8	302093	92	18862	44014	22	"Freshwater"	"high"	"medium"	"medium"	"Other"
1396	"GVMAG-M-3300027763-2"	"GVMAG"	"SC9"	"Prymnesioviruses"	25.5	287914	89	11302	21675	27	"Freshwater"	"high"	"low"	"medium"	"Other"
1063	"GVMAG-M-3300027763-29"	"GVMAG"	"SC10"	"MGVL62"	24.36	346300	86	12699	37192	29	"Freshwater"	"high"	"low"	"high"	"Other"
1922	"GVMAG-M-3300027763-30"	"GVMAG"	"SC9"	"YLMV"	30.06	203203	88	17065	27014	15	"Freshwater"	"medium"	"low"	"medium"	"Other"
1357	"GVMAG-M-3300027763-32"	"GVMAG"	"SC9"	"MGVL57"	36.51	295484	90	13388	33219	26	"Freshwater"	"high"	"low"	"high"	"Other"
1555	"GVMAG-M-3300027769-19"	"GVMAG"	"SC9"	"MGVL44"	41.75	262160	90	30532	48180	11	"Freshwater"	"high"	"low"	"high"	"Other"
282	"GVMAG-M-3300027769-26"	"GVMAG"	"SC10"	"MGVL62"	32.18	543527	89	58872	170081	9	"Freshwater"	"high"	"low"	"high"	"Other"
565	"GVMAG-M-3300027769-4"	"GVMAG"	"SC9"	"MGVL44"	37.78	449874	91	276166	276166	4	"Freshwater"	"high"	"medium"	"medium"	"Other"
2219	"GVMAG-M-3300027770-17"	"GVMAG"	"SC8"	"MGVL33"	27.7	140393	95	93862	93862	3	"Freshwater"	"medium"	"low"	"medium"	"Other"
1704	"GVMAG-M-3300027770-19"	"GVMAG"	"SC9"	"MGVL44"	36.49	235661	88	32172	49299	11	"Freshwater"	"medium"	"low"	"medium"	"Other"
231	"GVMAG-M-3300027770-24"	"GVMAG"	"SC9"	"MGVL51"	32.28	578607	87	10005	32230	62	"Freshwater"	"high"	"high"	"low"	"Other"
248	"GVMAG-M-3300027770-28"	"GVMAG"	"SC9"	"YLMV"	28.44	563236	89	9520	57634	58	"Freshwater"	"high"	"medium"	"low"	"Other"
486	"GVMAG-M-3300027770-41"	"GVMAG"	"SC9"	"YLMV"	33.85	467366	87	37590	61322	16	"Freshwater"	"high"	"low"	"high"	"Other"
790	"GVMAG-M-3300027770-43"	"GVMAG"	"SC2"	"MGVL23"	43.88	402007	91	201345	201345	3	"Freshwater"	"medium"	"medium"	"medium"	"Other"
955	"GVMAG-M-3300027770-59"	"GVMAG"	"SC2"	"Iridoviruses"	25.59	369004	84	12763	91919	33	"Freshwater"	"medium"	"high"	"low"	"Other"
566	"GVMAG-M-3300027770-64"	"GVMAG"	"SC9"	"MGVL44"	34.08	449425	86	17189	38377	32	"Freshwater"	"high"	"medium"	"medium"	"Other"
429	"GVMAG-M-3300027770-73"	"GVMAG"	"SC9"	"MGVL52"	32.05	485911	90	204176	215861	3	"Freshwater"	"high"	"low"	"high"	"Other"
1515	"GVMAG-M-3300027770-8"	"GVMAG"	"SC9"	"YLMV"	36.77	267724	89	13859	23408	23	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1606	"GVMAG-M-3300027771-10"	"GVMAG"	"SC9"	"MGVL57"	31.54	251102	88	8565	21689	27	"Marine"	"high"	"low"	"medium"	"Other"
1916	"GVMAG-M-3300027771-3"	"GVMAG"	"SC3"	"Raphidoviruses"	26.65	204158	91	40962	55996	5	"Marine"	"high"	"low"	"high"	"Other"
1689	"GVMAG-M-3300027777-11"	"GVMAG"	"SC6"	"MGVL31"	25.87	237247	88	26130	43512	12	"Freshwater"	"medium"	"low"	"medium"	"Other"
1854	"GVMAG-M-3300027777-39"	"GVMAG"	"SC6"	"MGVL31"	24.93	212591	88	9335	19687	23	"Freshwater"	"medium"	"low"	"medium"	"Other"
